relative_path,physical_path,runtime_alias_path,size_bytes,sha256
02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics.csv,75087,ff9e0f0a11a7969de7fee48470db98abd79698d7c4e2db5d80b50ce259b08c6e
02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics.xlsx,18576,b0b645bd2b33bf7ff447155dc05f84d87e6c0c71fa6ed175a719d1a18412f328
02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics_ok_only.csv,75087,ff9e0f0a11a7969de7fee48470db98abd79698d7c4e2db5d80b50ce259b08c6e
02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_fold_metrics_ok_only.xlsx,18576,0ca77b3c1452e1e7c7f114d546528c5984c9b711e0a12e40ae0c34aef752c132
02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_summary.csv,7125,8d7c0b9d3f21d914b2bef5132af62f9ded21c001c1044a84d178eb7eb05935a5
02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Cooling rate _ °C_s\method_comparison_summary.xlsx,9969,fb4fc41146836d896a9b8693057b18d21549019cd36060e0333790049cbf25dd
02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics.csv,70422,76ee5335a916b30fb2f378acf9462d6245491081cb37998a6661059a447fb8b4
02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics.xlsx,18890,c5995ead0b431c315b88030eb338e31611bd44851ed945bfdfda57ce1c537556
02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics_ok_only.csv,70422,76ee5335a916b30fb2f378acf9462d6245491081cb37998a6661059a447fb8b4
02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_fold_metrics_ok_only.xlsx,18890,c5995ead0b431c315b88030eb338e31611bd44851ed945bfdfda57ce1c537556
02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_summary.csv,6629,4788d1c62cb32e5cf99cba673b53497d5c1596186ee2947e21913dfed1e32370
02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ h _ W_m.K\method_comparison_summary.xlsx,9728,3409c1f9633d8e072a57b6be5edffe6e99a3a4ad1902a68dc701d868cc7fb41c
02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics.csv,70793,16d127c508d499cecce6c056713a3d193861d7d03514abc9a934ed18af8e31bd
02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics.xlsx,18243,83e9eef542a60cfa846f90464b5e2368d5d56e4e28e4859f26582c149abc99f4
02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics_ok_only.csv,70793,16d127c508d499cecce6c056713a3d193861d7d03514abc9a934ed18af8e31bd
02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_fold_metrics_ok_only.xlsx,18243,83e9eef542a60cfa846f90464b5e2368d5d56e4e28e4859f26582c149abc99f4
02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_summary.csv,6757,cf086e2204592ddb5d69e7d8d15b9fcbcc94fcb87cbaf329b2d904077899f849
02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating rate _ °C_s\method_comparison_summary.xlsx,9794,4d21c34022140a6c3a3183d90d480c0fbe48cf872885d3bd02fba12aae98a533
02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics.csv,67109,25c34f5c646b75ba7652d16832844af04c52439d6f8d364b0027112272f460e9
02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics.xlsx,18345,d3ed3c4e39e068ae49513edbe239fe8a7de2bc6bfdff136049d1dbf526161821
02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics_ok_only.csv,67109,25c34f5c646b75ba7652d16832844af04c52439d6f8d364b0027112272f460e9
02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_fold_metrics_ok_only.xlsx,18345,d3ed3c4e39e068ae49513edbe239fe8a7de2bc6bfdff136049d1dbf526161821
02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_summary.csv,6694,f7da9045a481764d97e06a0a0312b91adf6f656d688fd7d8ae7a621a3b8dfefb
02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Heating Temp _ °C_s\method_comparison_summary.xlsx,9853,c5fa21fe3e8afe9f67bbfe7802a030e7be91a0c2e49ecd8046470c85e240b4ac
02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics.csv,74327,7f3903508f0c450e363ff4a1efa0d1f0324863f1d1b12f02c28fec5fa9703a3c
02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics.xlsx,18331,e6054826bcbedc691cffd12bc8af4781df6e88ed656a60ad2bb0a4c5f6cac770
02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics_ok_only.csv,74327,7f3903508f0c450e363ff4a1efa0d1f0324863f1d1b12f02c28fec5fa9703a3c
02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_fold_metrics_ok_only.xlsx,18331,e6054826bcbedc691cffd12bc8af4781df6e88ed656a60ad2bb0a4c5f6cac770
02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_summary.csv,6219,410c951d3f5b9887bc535bf9592478e8a184b6e17918da7305b868fd73aee8c0
02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Thermal characteristics _ Thermal conductivity _ W_m.K\method_comparison_summary.xlsx,9492,ed5f4de6c2afb1f451667ff94b43bf350a37d24b07372668dfac2febc890cc05
02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics.csv,68635,4e29b13591a052012bc23fa61097aef7ff2a872f1e7ff6efd87776c0bf723d33
02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics.xlsx,17338,81448152db4ee0115a9208d3a0f9bf2ea1ce988bc3310e886a07caae40237806
02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics_ok_only.csv,68635,4e29b13591a052012bc23fa61097aef7ff2a872f1e7ff6efd87776c0bf723d33
02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics_ok_only.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Total energy\method_comparison_fold_metrics_ok_only.xlsx,17338,81448152db4ee0115a9208d3a0f9bf2ea1ce988bc3310e886a07caae40237806
02_ModelComparison\per_output\Total energy\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Total energy\method_comparison_summary.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Total energy\method_comparison_summary.csv,4598,e4615519477819f43ad161bcebb912fcf6d2969562b15a4f038ceabb980ef408
02_ModelComparison\per_output\Total energy\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Total energy\method_comparison_summary.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Total energy\method_comparison_summary.xlsx,8653,6dec254088291221d90e8b3910a3e04bd2ce5b8bc682f6d6f82d58fe6f04764d
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics.csv,77080,e3cd90ef65a98b2140939d965e54100a7764f1b73db2fa5089173d206e2d1c2e
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics.xlsx,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics.xlsx,18772,f568c52dc8082f87669be8869e1afa0bccb12af8223ca9fc27002557b19fde28
02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\2026-06-22\a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p\experiments\lab_001_xy_connection_20260626\results\TRAIN-REPLAY-001\TRAIN-REPLAY-001-20260731-001\generated_outputs\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,C:\Users\chuck\Documents\Codex\_runlinks\TR1\02_ModelComparison\per_output\Vibrational response _ FRF (g_N) _ 300-3000 Hz _ AVG\method_comparison_fold_metrics_ok_only.csv,77080,e3cd90ef65a98b2140939d965e54100a7764f1b73db2fa5089173d206e2d1c2e
