candidate_id,unified_block_id,unified_block_member_count,unified_edge_degree,representative_selected,block_policy
LIT-X001::solid_chord_x_count,U096-BLK-001,1,0,False,standalone technical candidate; no selection
RAW-X049::filter_removed_component_fraction_lag1_autocorr,U117-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X049::filter_removed_component_fraction_mean,U117-BLK-008,1,0,False,standalone technical candidate; no selection
RAW-X049::filter_removed_component_fraction_q90,U117-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X049::raw_component_count_iqr,U117-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X049::raw_component_count_mad,U117-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X049::raw_component_count_mean,U119-BLK-003,4,3,False,x-only graph block; no representative
RAW-X049::raw_component_count_population_std,U119-BLK-004,3,2,False,x-only graph block; no representative
RAW-X049::raw_component_count_q10,U119-BLK-005,3,2,False,x-only graph block; no representative
RAW-X049::raw_component_count_q90,U149-BLK-001,9,3,False,x-only graph block; no representative
RAW-X050::filter_removed_component_delta_mean,U119-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X050::filter_removed_component_delta_population_std,U119-BLK-008,1,0,False,standalone technical candidate; no selection
RAW-X050::filter_removed_component_fraction_lag1_autocorr,U119-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X050::filter_removed_component_fraction_mean,U119-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X050::filter_removed_component_fraction_q90,U119-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X050::raw_component_count_iqr,U119-BLK-001,2,1,False,x-only graph block; no representative
RAW-X050::raw_component_count_mad,U119-BLK-002,2,1,False,x-only graph block; no representative
RAW-X050::raw_component_count_mean,U119-BLK-003,4,3,False,x-only graph block; no representative
RAW-X050::raw_component_count_population_std,U119-BLK-004,3,2,False,x-only graph block; no representative
RAW-X050::raw_component_count_q10,U119-BLK-005,3,2,False,x-only graph block; no representative
RAW-X050::raw_component_count_q90,U149-BLK-001,9,5,False,x-only graph block; no representative
RAW-X051::pair_component_area_cv_iqr,U121-BLK-004,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_component_area_cv_mean,U121-BLK-005,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_component_area_cv_population_std,U121-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_component_area_cv_q10,U121-BLK-007,2,1,False,x-only graph block; no representative
RAW-X051::pair_component_area_cv_q50,U121-BLK-008,2,1,False,x-only graph block; no representative
RAW-X051::pair_component_area_cv_q90,U121-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_component_area_gini_iqr,U121-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_component_area_gini_mean,U121-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_component_area_gini_population_std,U121-BLK-012,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_component_area_gini_q10,U121-BLK-007,2,1,False,x-only graph block; no representative
RAW-X051::pair_component_area_gini_q50,U121-BLK-008,2,1,False,x-only graph block; no representative
RAW-X051::pair_component_area_gini_q90,U121-BLK-013,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_effective_component_count_iqr,U121-BLK-014,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_effective_component_count_mean,U121-BLK-015,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_effective_component_count_population_std,U149-BLK-001,9,1,False,x-only graph block; no representative
RAW-X051::pair_effective_component_count_q10,U121-BLK-017,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_effective_component_count_q50,U121-BLK-018,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_effective_component_count_q90,U149-BLK-001,9,2,False,x-only graph block; no representative
RAW-X051::pair_top2_component_area_share_iqr,U121-BLK-002,2,1,False,x-only graph block; no representative
RAW-X051::pair_top2_component_area_share_mean,U121-BLK-019,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_top2_component_area_share_population_std,U121-BLK-020,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_top2_component_area_share_q10,U121-BLK-003,2,1,False,x-only graph block; no representative
RAW-X051::pair_top2_component_area_share_q50,U121-BLK-021,1,0,False,standalone technical candidate; no selection
RAW-X051::pair_top2_component_area_share_q90,U121-BLK-022,1,0,False,standalone technical candidate; no selection
RAW-X052::overlay_blue_pixel_count_adjacent_gradient_turn_rate,U123-BLK-002,1,0,False,standalone technical candidate; no selection
RAW-X052::overlay_blue_pixel_count_normalized_max_adjacent_jump,U123-BLK-003,1,0,False,standalone technical candidate; no selection
RAW-X052::overlay_blue_pixel_count_normalized_q90_adjacent_jump,U123-BLK-004,2,1,False,x-only graph block; no representative
RAW-X052::overlay_blue_pixel_count_normalized_rms_adjacent_gradient,U123-BLK-005,1,0,False,standalone technical candidate; no selection
RAW-X052::overlay_purple_pixel_count_adjacent_gradient_turn_rate,U123-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X052::overlay_purple_pixel_count_normalized_max_adjacent_jump,U123-BLK-007,2,1,False,x-only graph block; no representative
RAW-X052::overlay_purple_pixel_count_normalized_q90_adjacent_jump,U123-BLK-008,2,1,False,x-only graph block; no representative
RAW-X052::overlay_purple_pixel_count_normalized_rms_adjacent_gradient,U123-BLK-001,3,2,False,x-only graph block; no representative
RAW-X052::overlay_red_pixel_count_adjacent_gradient_turn_rate,U123-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X052::overlay_red_pixel_count_normalized_max_adjacent_jump,U123-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X052::overlay_red_pixel_count_normalized_q90_adjacent_jump,U123-BLK-004,2,1,False,x-only graph block; no representative
RAW-X052::overlay_red_pixel_count_normalized_rms_adjacent_gradient,U123-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X052::overlay_union_pixel_count_adjacent_gradient_turn_rate,U123-BLK-012,1,0,False,standalone technical candidate; no selection
RAW-X052::overlay_union_pixel_count_normalized_max_adjacent_jump,U123-BLK-013,1,0,False,standalone technical candidate; no selection
RAW-X052::overlay_union_pixel_count_normalized_q90_adjacent_jump,U123-BLK-008,2,1,False,x-only graph block; no representative
RAW-X052::overlay_union_pixel_count_normalized_rms_adjacent_gradient,U123-BLK-014,1,0,False,standalone technical candidate; no selection
RAW-X052::slice_component_count_adjacent_gradient_turn_rate,U123-BLK-015,1,0,False,standalone technical candidate; no selection
RAW-X052::slice_component_count_normalized_max_adjacent_jump,U123-BLK-016,1,0,False,standalone technical candidate; no selection
RAW-X052::slice_component_count_normalized_q90_adjacent_jump,U123-BLK-017,1,0,False,standalone technical candidate; no selection
RAW-X052::slice_component_count_normalized_rms_adjacent_gradient,U123-BLK-018,1,0,False,standalone technical candidate; no selection
RAW-X052::slice_material_area_adjacent_gradient_turn_rate,U123-BLK-019,1,0,False,standalone technical candidate; no selection
RAW-X052::slice_material_area_normalized_max_adjacent_jump,U123-BLK-007,2,1,False,x-only graph block; no representative
RAW-X052::slice_material_area_normalized_q90_adjacent_jump,U123-BLK-020,1,0,False,standalone technical candidate; no selection
RAW-X052::slice_material_area_normalized_rms_adjacent_gradient,U123-BLK-021,1,0,False,standalone technical candidate; no selection
RAW-X053::phase_composition_entropy_iqr,U125-BLK-001,1,0,False,standalone technical candidate; no selection
RAW-X053::phase_composition_entropy_mean,U125-BLK-002,1,0,False,standalone technical candidate; no selection
RAW-X053::phase_composition_entropy_population_std,U125-BLK-003,1,0,False,standalone technical candidate; no selection
RAW-X053::phase_composition_entropy_q10,U131-BLK-001,2,1,False,x-only graph block; no representative
RAW-X053::phase_composition_entropy_q50,U131-BLK-002,2,1,False,x-only graph block; no representative
RAW-X053::phase_composition_entropy_q90,U125-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X053::red_blue_absolute_balance_iqr,U125-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X053::red_blue_absolute_balance_mean,U125-BLK-008,1,0,False,standalone technical candidate; no selection
RAW-X053::red_blue_absolute_balance_population_std,U125-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X053::red_blue_absolute_balance_q10,U125-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X053::red_blue_absolute_balance_q50,U125-BLK-011,2,1,False,x-only graph block; no representative
RAW-X053::red_blue_absolute_balance_q90,U147-BLK-002,2,1,False,x-only graph block; no representative
RAW-X053::red_blue_signed_balance_iqr,U125-BLK-011,2,1,False,x-only graph block; no representative
RAW-X053::red_blue_signed_balance_mean,U125-BLK-013,1,0,False,standalone technical candidate; no selection
RAW-X053::red_blue_signed_balance_population_std,U125-BLK-014,1,0,False,standalone technical candidate; no selection
RAW-X053::red_blue_signed_balance_q10,U125-BLK-015,2,1,False,x-only graph block; no representative
RAW-X053::red_blue_signed_balance_q50,U125-BLK-016,1,0,False,standalone technical candidate; no selection
RAW-X053::red_blue_signed_balance_q90,U125-BLK-015,2,1,False,x-only graph block; no representative
RAW-X054::kept_component_density_per_mpx_iqr,U127-BLK-001,2,1,False,x-only graph block; no representative
RAW-X054::kept_component_density_per_mpx_mean,U127-BLK-002,2,1,False,x-only graph block; no representative
RAW-X054::kept_component_density_per_mpx_population_std,U127-BLK-003,2,1,False,x-only graph block; no representative
RAW-X054::kept_component_density_per_mpx_q10,U127-BLK-004,2,1,False,x-only graph block; no representative
RAW-X054::kept_component_density_per_mpx_q50,U127-BLK-005,2,1,False,x-only graph block; no representative
RAW-X054::kept_component_density_per_mpx_q90,U127-BLK-006,2,1,False,x-only graph block; no representative
RAW-X054::raw_component_density_per_mpx_iqr,U127-BLK-001,2,1,False,x-only graph block; no representative
RAW-X054::raw_component_density_per_mpx_mean,U127-BLK-002,2,1,False,x-only graph block; no representative
RAW-X054::raw_component_density_per_mpx_population_std,U127-BLK-003,2,1,False,x-only graph block; no representative
RAW-X054::raw_component_density_per_mpx_q10,U127-BLK-004,2,1,False,x-only graph block; no representative
RAW-X054::raw_component_density_per_mpx_q50,U127-BLK-005,2,1,False,x-only graph block; no representative
RAW-X054::raw_component_density_per_mpx_q90,U127-BLK-006,2,1,False,x-only graph block; no representative
RAW-X054::raw_to_kept_component_ratio_iqr,U127-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X054::raw_to_kept_component_ratio_mean,U127-BLK-008,1,0,False,standalone technical candidate; no selection
RAW-X054::raw_to_kept_component_ratio_population_std,U127-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X054::raw_to_kept_component_ratio_q10,U127-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X054::raw_to_kept_component_ratio_q50,U127-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X054::raw_to_kept_component_ratio_q90,U127-BLK-012,1,0,False,standalone technical candidate; no selection
RAW-X054::removed_component_density_per_mpx_iqr,U127-BLK-013,1,0,False,standalone technical candidate; no selection
RAW-X054::removed_component_density_per_mpx_mean,U127-BLK-014,2,1,False,x-only graph block; no representative
RAW-X054::removed_component_density_per_mpx_population_std,U127-BLK-014,2,1,False,x-only graph block; no representative
RAW-X054::removed_component_density_per_mpx_q10,U127-BLK-015,1,0,False,standalone technical candidate; no selection
RAW-X054::removed_component_density_per_mpx_q50,U127-BLK-016,1,0,False,standalone technical candidate; no selection
RAW-X054::removed_component_density_per_mpx_q90,U127-BLK-017,1,0,False,standalone technical candidate; no selection
RAW-X055::blue_purple_lag0_pearson_correlation,U129-BLK-001,1,0,False,standalone technical candidate; no selection
RAW-X055::blue_purple_lag0_spearman_correlation,U129-BLK-002,2,1,False,x-only graph block; no representative
RAW-X055::blue_purple_lag1_pearson_correlation,U129-BLK-003,1,0,False,standalone technical candidate; no selection
RAW-X055::blue_purple_lag1_spearman_correlation,U129-BLK-004,1,0,False,standalone technical candidate; no selection
RAW-X055::red_blue_lag0_pearson_correlation,U129-BLK-005,1,0,False,standalone technical candidate; no selection
RAW-X055::red_blue_lag0_spearman_correlation,U129-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X055::red_blue_lag1_pearson_correlation,U129-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X055::red_blue_lag1_spearman_correlation,U129-BLK-008,1,0,False,standalone technical candidate; no selection
RAW-X055::red_purple_lag0_pearson_correlation,U129-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X055::red_purple_lag0_spearman_correlation,U129-BLK-002,2,1,False,x-only graph block; no representative
RAW-X055::red_purple_lag1_pearson_correlation,U129-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X055::red_purple_lag1_spearman_correlation,U129-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X056::blue_fraction_iqr,U131-BLK-003,2,1,False,x-only graph block; no representative
RAW-X056::blue_fraction_q10,U131-BLK-004,2,1,False,x-only graph block; no representative
RAW-X056::blue_fraction_q50,U131-BLK-005,2,1,False,x-only graph block; no representative
RAW-X056::blue_fraction_q90,U131-BLK-006,2,1,False,x-only graph block; no representative
RAW-X056::blue_fraction_range,U131-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X056::purple_fraction_iqr,U131-BLK-008,1,0,False,standalone technical candidate; no selection
RAW-X056::purple_fraction_q10,U131-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X056::purple_fraction_q50,U131-BLK-002,2,1,False,x-only graph block; no representative
RAW-X056::purple_fraction_q90,U131-BLK-001,2,1,False,x-only graph block; no representative
RAW-X056::purple_fraction_range,U131-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X056::red_fraction_iqr,U131-BLK-003,2,1,False,x-only graph block; no representative
RAW-X056::red_fraction_q10,U131-BLK-004,2,1,False,x-only graph block; no representative
RAW-X056::red_fraction_q50,U131-BLK-005,2,1,False,x-only graph block; no representative
RAW-X056::red_fraction_q90,U131-BLK-006,2,1,False,x-only graph block; no representative
RAW-X056::red_fraction_range,U131-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X057::slice_component_raw_count_coefficient_variation,U135-BLK-005,3,2,False,x-only graph block; no representative
RAW-X057::slice_component_raw_count_excess_kurtosis,U135-BLK-003,4,3,False,x-only graph block; no representative
RAW-X057::slice_component_raw_count_normalized_total_variation,U135-BLK-001,4,3,False,x-only graph block; no representative
RAW-X057::slice_component_raw_count_q95_q05_span,U149-BLK-001,9,5,False,x-only graph block; no representative
RAW-X057::slice_component_raw_count_skewness,U135-BLK-004,4,3,False,x-only graph block; no representative
RAW-X057::slice_component_raw_count_zero_fraction,U133-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X057::slice_material_fraction_coefficient_variation,U133-BLK-004,4,3,False,x-only graph block; no representative
RAW-X057::slice_material_fraction_excess_kurtosis,U133-BLK-007,2,1,False,x-only graph block; no representative
RAW-X057::slice_material_fraction_normalized_total_variation,U133-BLK-003,2,1,False,x-only graph block; no representative
RAW-X057::slice_material_fraction_q95_q05_span,U133-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X057::slice_material_fraction_skewness,U133-BLK-008,2,1,False,x-only graph block; no representative
RAW-X057::slice_material_fraction_zero_fraction,U133-BLK-012,1,0,False,standalone technical candidate; no selection
RAW-X058::overlay_component_kept_count_coefficient_variation,U135-BLK-005,3,2,False,x-only graph block; no representative
RAW-X058::overlay_component_kept_count_excess_kurtosis,U135-BLK-003,4,3,False,x-only graph block; no representative
RAW-X058::overlay_component_kept_count_normalized_total_variation,U135-BLK-001,4,3,False,x-only graph block; no representative
RAW-X058::overlay_component_kept_count_q95_q05_span,U149-BLK-001,9,5,False,x-only graph block; no representative
RAW-X058::overlay_component_kept_count_skewness,U135-BLK-004,4,3,False,x-only graph block; no representative
RAW-X058::overlay_component_kept_count_zero_fraction,U135-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X058::overlay_component_raw_count_coefficient_variation,U135-BLK-005,3,2,False,x-only graph block; no representative
RAW-X058::overlay_component_raw_count_excess_kurtosis,U135-BLK-003,4,3,False,x-only graph block; no representative
RAW-X058::overlay_component_raw_count_normalized_total_variation,U135-BLK-001,4,3,False,x-only graph block; no representative
RAW-X058::overlay_component_raw_count_q95_q05_span,U149-BLK-001,9,5,False,x-only graph block; no representative
RAW-X058::overlay_component_raw_count_skewness,U135-BLK-004,4,3,False,x-only graph block; no representative
RAW-X058::overlay_component_raw_count_zero_fraction,U135-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X059::blue_fraction_coefficient_variation,U137-BLK-002,1,0,False,standalone technical candidate; no selection
RAW-X059::blue_fraction_mean_abs_adjacent_change,U147-BLK-003,4,3,False,x-only graph block; no representative
RAW-X059::blue_fraction_q95_q05_span,U137-BLK-004,2,1,False,x-only graph block; no representative
RAW-X059::blue_fraction_rms_adjacent_change,U137-BLK-005,1,0,False,standalone technical candidate; no selection
RAW-X059::purple_fraction_coefficient_variation,U147-BLK-001,3,2,False,x-only graph block; no representative
RAW-X059::purple_fraction_mean_abs_adjacent_change,U147-BLK-003,4,3,False,x-only graph block; no representative
RAW-X059::purple_fraction_q95_q05_span,U147-BLK-004,2,1,False,x-only graph block; no representative
RAW-X059::purple_fraction_rms_adjacent_change,U137-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X059::red_fraction_coefficient_variation,U137-BLK-008,1,0,False,standalone technical candidate; no selection
RAW-X059::red_fraction_mean_abs_adjacent_change,U147-BLK-003,4,3,False,x-only graph block; no representative
RAW-X059::red_fraction_q95_q05_span,U137-BLK-004,2,1,False,x-only graph block; no representative
RAW-X059::red_fraction_rms_adjacent_change,U137-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X060::all_component_area_coefficient_variation,U139-BLK-001,3,2,False,x-only graph block; no representative
RAW-X060::all_component_area_excess_kurtosis,U139-BLK-003,2,1,False,x-only graph block; no representative
RAW-X060::all_component_area_normalized_total_variation,U139-BLK-004,2,1,False,x-only graph block; no representative
RAW-X060::all_component_area_q95_q05_span,U139-BLK-002,3,2,False,x-only graph block; no representative
RAW-X060::all_component_area_skewness,U139-BLK-005,2,1,False,x-only graph block; no representative
RAW-X060::all_component_area_zero_fraction,U139-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X060::kept_component_area_coefficient_variation,U139-BLK-001,3,2,False,x-only graph block; no representative
RAW-X060::kept_component_area_excess_kurtosis,U139-BLK-003,2,1,False,x-only graph block; no representative
RAW-X060::kept_component_area_normalized_total_variation,U139-BLK-004,2,1,False,x-only graph block; no representative
RAW-X060::kept_component_area_q95_q05_span,U139-BLK-002,3,2,False,x-only graph block; no representative
RAW-X060::kept_component_area_skewness,U139-BLK-005,2,1,False,x-only graph block; no representative
RAW-X060::kept_component_area_zero_fraction,U139-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X061::slice_kept_component_density_coefficient_variation,U141-BLK-001,2,1,False,x-only graph block; no representative
RAW-X061::slice_kept_component_density_excess_kurtosis,U141-BLK-002,2,1,False,x-only graph block; no representative
RAW-X061::slice_kept_component_density_normalized_total_variation,U141-BLK-003,2,1,False,x-only graph block; no representative
RAW-X061::slice_kept_component_density_q95_q05_span,U141-BLK-004,2,1,False,x-only graph block; no representative
RAW-X061::slice_kept_component_density_skewness,U141-BLK-005,2,1,False,x-only graph block; no representative
RAW-X061::slice_kept_component_density_zero_fraction,U141-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X061::slice_raw_component_density_coefficient_variation,U141-BLK-001,2,1,False,x-only graph block; no representative
RAW-X061::slice_raw_component_density_excess_kurtosis,U141-BLK-002,2,1,False,x-only graph block; no representative
RAW-X061::slice_raw_component_density_normalized_total_variation,U141-BLK-003,2,1,False,x-only graph block; no representative
RAW-X061::slice_raw_component_density_q95_q05_span,U141-BLK-004,2,1,False,x-only graph block; no representative
RAW-X061::slice_raw_component_density_skewness,U141-BLK-005,2,1,False,x-only graph block; no representative
RAW-X061::slice_raw_component_density_zero_fraction,U141-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_max_coefficient_variation,U143-BLK-001,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_max_excess_kurtosis,U143-BLK-002,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_max_normalized_total_variation,U143-BLK-003,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_max_q95_q05_span,U143-BLK-004,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_max_skewness,U143-BLK-005,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_max_zero_fraction,U143-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_median_coefficient_variation,U143-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_median_excess_kurtosis,U143-BLK-008,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_median_normalized_total_variation,U143-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_median_q95_q05_span,U143-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_median_skewness,U143-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_median_zero_fraction,U143-BLK-012,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_q90_coefficient_variation,U143-BLK-013,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_q90_excess_kurtosis,U143-BLK-014,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_q90_normalized_total_variation,U143-BLK-015,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_q90_q95_q05_span,U143-BLK-016,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_q90_skewness,U143-BLK-017,1,0,False,standalone technical candidate; no selection
RAW-X062::pair_component_area_q90_zero_fraction,U143-BLK-018,1,0,False,standalone technical candidate; no selection
RAW-X063::slice_kept_mean_piece_area_coefficient_variation,U145-BLK-001,2,1,False,x-only graph block; no representative
RAW-X063::slice_kept_mean_piece_area_excess_kurtosis,U145-BLK-002,2,1,False,x-only graph block; no representative
RAW-X063::slice_kept_mean_piece_area_normalized_total_variation,U145-BLK-003,2,1,False,x-only graph block; no representative
RAW-X063::slice_kept_mean_piece_area_q95_q05_span,U145-BLK-004,2,1,False,x-only graph block; no representative
RAW-X063::slice_kept_mean_piece_area_skewness,U145-BLK-005,2,1,False,x-only graph block; no representative
RAW-X063::slice_kept_mean_piece_area_zero_fraction,U145-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X063::slice_raw_mean_piece_area_coefficient_variation,U145-BLK-001,2,1,False,x-only graph block; no representative
RAW-X063::slice_raw_mean_piece_area_excess_kurtosis,U145-BLK-002,2,1,False,x-only graph block; no representative
RAW-X063::slice_raw_mean_piece_area_normalized_total_variation,U145-BLK-003,2,1,False,x-only graph block; no representative
RAW-X063::slice_raw_mean_piece_area_q95_q05_span,U145-BLK-004,2,1,False,x-only graph block; no representative
RAW-X063::slice_raw_mean_piece_area_skewness,U145-BLK-005,2,1,False,x-only graph block; no representative
RAW-X063::slice_raw_mean_piece_area_zero_fraction,U145-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X064::purple_share_coefficient_variation,U147-BLK-001,3,2,False,x-only graph block; no representative
RAW-X064::purple_share_excess_kurtosis,U147-BLK-005,1,0,False,standalone technical candidate; no selection
RAW-X064::purple_share_normalized_total_variation,U147-BLK-003,4,3,False,x-only graph block; no representative
RAW-X064::purple_share_q95_q05_span,U147-BLK-004,2,1,False,x-only graph block; no representative
RAW-X064::purple_share_skewness,U147-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X064::purple_share_zero_fraction,U147-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X064::red_blue_absolute_balance_coefficient_variation,U147-BLK-008,1,0,False,standalone technical candidate; no selection
RAW-X064::red_blue_absolute_balance_excess_kurtosis,U147-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X064::red_blue_absolute_balance_normalized_total_variation,U147-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X064::red_blue_absolute_balance_q95_q05_span,U147-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X064::red_blue_absolute_balance_skewness,U147-BLK-012,1,0,False,standalone technical candidate; no selection
RAW-X064::red_blue_absolute_balance_zero_fraction,U147-BLK-013,2,1,False,x-only graph block; no representative
RAW-X064::red_blue_signed_balance_coefficient_variation,U147-BLK-014,1,0,False,standalone technical candidate; no selection
RAW-X064::red_blue_signed_balance_excess_kurtosis,U147-BLK-015,1,0,False,standalone technical candidate; no selection
RAW-X064::red_blue_signed_balance_normalized_total_variation,U147-BLK-016,1,0,False,standalone technical candidate; no selection
RAW-X064::red_blue_signed_balance_q95_q05_span,U147-BLK-002,2,1,False,x-only graph block; no representative
RAW-X064::red_blue_signed_balance_skewness,U147-BLK-017,1,0,False,standalone technical candidate; no selection
RAW-X064::red_blue_signed_balance_zero_fraction,U147-BLK-013,2,1,False,x-only graph block; no representative
RAW-X065::pair_area_gini_coefficient_variation,U149-BLK-002,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_area_gini_excess_kurtosis,U149-BLK-003,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_area_gini_normalized_total_variation,U149-BLK-004,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_area_gini_q95_q05_span,U149-BLK-005,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_area_gini_skewness,U149-BLK-006,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_area_gini_zero_fraction,U149-BLK-007,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_effective_count_coefficient_variation,U149-BLK-008,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_effective_count_excess_kurtosis,U149-BLK-009,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_effective_count_normalized_total_variation,U149-BLK-010,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_effective_count_q95_q05_span,U149-BLK-001,9,5,False,x-only graph block; no representative
RAW-X065::pair_effective_count_skewness,U149-BLK-011,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_effective_count_zero_fraction,U149-BLK-012,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_top1_share_coefficient_variation,U149-BLK-013,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_top1_share_excess_kurtosis,U149-BLK-014,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_top1_share_normalized_total_variation,U149-BLK-015,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_top1_share_q95_q05_span,U149-BLK-016,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_top1_share_skewness,U149-BLK-017,1,0,False,standalone technical candidate; no selection
RAW-X065::pair_top1_share_zero_fraction,U149-BLK-018,1,0,False,standalone technical candidate; no selection
