model_id,model_family,canonical_name_from_figure,excel_present,canonical_source_id,canonical_stl_path,canonical_stl_sha256,source_bucket,file_to_model_id_status,model_to_excel_identity_status,identity_note,source_candidate_count,source_extent_x_mm,source_extent_y_mm,source_extent_z_mm,source_surface_area_mm2,source_volume_mm3,binary_integrity_status,topology_status,connected_region_count,canonical_processing_readiness,stp_path,stp_brep_status,parity_state,processed_file,processed_sha256,processed_topology_status,processed_boundary_edge_count,processed_nonmanifold_edge_count,processed_connected_region_count,scale_ratio_max_over_min,anisotropic_scale_flag,final_geometry_gate
L7,Truss lattice,3D chiral metamaterial,True,REF_STL::L7-Truss_Lattice-3D_chiral_metamaterial.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L7-Truss_Lattice-3D_chiral_metamaterial.stl,052431157f388cac1a7450a78d0c18f8c08a7b63aaad0b1f520bb8a2d9b7d8a7,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.0,30.0,25314.79498115708,8169.775019986352,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L7-Truss_Lattice-3D_chiral_metamaterial.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L7__052431157f__N40.stl,e73fd54a9d435fb2eaa3171a7610d581cc6552fb5ac2ad64a19876ac849a5226,confirmed_closed_2manifold,0,0,1,1.0,False,pass
L8,Truss lattice,3D chiral,True,REF_STL::L8-Truss_Lattice-3D_chiral.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L8-Truss_Lattice-3D_chiral.stl,b591fa0cdb50cda9278c0103ee818e8550780cf6a47395bfcef5be6c4f223082,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,29.999999046325684,30.0,29872.353863671426,8223.367801237751,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L8-Truss_Lattice-3D_chiral.stp,confirmed_solid_brep,likely_same_geometry_tessellation_or_orientation,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L8__b591fa0cdb__N40.stl,6a3b77d2bf1debbd8afbd9e6f53680b37796c3f013422f86d89b155cab2b3e6e,confirmed_closed_2manifold,0,0,1,1.000000031789145,False,pass
L9,Truss lattice,Honeycomb auxetic,True,REF_STL::L9-Truss_Lattice-Honeycomb_auxetic.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L9-Truss_Lattice-Honeycomb_auxetic.stl,d63687986199dc95cf01ba28a36e169d949d37d77cf5dc8c24b111093c25e91b,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.0,30.0,28294.30324678711,8090.744126938381,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L9-Truss_Lattice-Honeycomb_auxetic.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L9__d636879861__N40.stl,996f470ec12773d8f5c62df25025ee6f8532604d2b24dd29f7290db427650379,confirmed_closed_2manifold,0,0,1,1.0,False,pass
L10,Truss lattice,Lattice auxetic,True,REF_STL::L10-Truss_Lattice-Lattice_auxetic.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L10-Truss_Lattice-Lattice_auxetic.stl,dcfe270c3c326deb5b2e13fb214daa58ad297bc60d765d3d79761057232261c6,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.00000095367432,30.0,30.0,26006.858287135223,8099.337384200579,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L10-Truss_Lattice-Lattice_auxetic.stp,confirmed_solid_brep,confirmed_metric_parity,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L10__dcfe270c3c__N40.stl,c195423c50da74420061deb2626bdb4994e539b5c82ac11e115ee92925c4e17e,confirmed_closed_2manifold,0,0,1,1.000000031789144,False,pass
L11,Truss lattice,FBCCz,True,REF_STL::L11-Truss Lattice-FBCCz_New.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stl/L11-Truss Lattice-FBCCz_New.stl,5e26abbea4a98a7e072da5a6d754879468fd458807285106045e3a493ab0f06f,reference_stl,confirmed,confirmed,direct individual Notion STL/STP and established model registry agree,1,30.0,30.00000095367432,29.999999046325684,25153.949826645192,8089.957447647347,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,experiments/lab_001_xy_connection_20260626/data/raw/notion_reference_models_20260701/stp/L11-Truss Lattice-FBCCz_New.stp,confirmed_solid_brep,likely_same_geometry_tessellation_or_orientation,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L11__5e26abbea4__N40.stl,a0c4d106ac9bac5f874e70c46576e60904168de9a8f20c180ece7b1587f70f28,confirmed_closed_2manifold,0,0,1,1.00000006357829,False,pass
L12,Truss lattice,Weaire-Phelan,True,"REC_EXTRACTED::extracted/압축, 인장stl L12-20/L12-20 Compression/L12_Weaire-Phelan.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl L12-20/L12-20 Compression/L12_Weaire-Phelan.stl",584d1c2915f86c8ceed192f372ddbc5710c36390387e313255d9ac40ecb1cd9d,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.01431941986084,30.01431941986084,30.01558017730713,28489.332547465845,8010.838727736786,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L12__584d1c2915__N40.stl,003c1e30e1599ee31eeed758b1af9dca49a6f08be8552ff57406c9c19a47bfd8,confirmed_closed_2manifold,0,0,1,1.0000420051985404,False,pass
L13,Truss lattice,Diamond,True,"REC_EXTRACTED::extracted/압축, 인장stl L12-20/L12-20 Compression/L13_Diamond.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl L12-20/L12-20 Compression/L13_Diamond.stl",88a45536d494f0246f65f02f799537c759049c5b54ed439f23465c35f5b1ae89,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.0139684677124,30.0139684677124,30.01270198822021,17624.39151525545,8053.595762454782,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L13__88a45536d4__N40.stl,8b69cc9eff53e212f87e638b625686d540fda6392e5d62631d964654a7464b57,confirmed_closed_2manifold,0,0,1,1.000042198116407,False,pass
L14,Truss lattice,Fluorite,True,"REC_EXTRACTED::extracted/압축, 인장stl L12-20/L12-20 Compression/L14_Fluorite.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl L12-20/L12-20 Compression/L14_Fluorite.stl",2a403d3eb34457d43ed6ff26ba8b400cebe833ef8fb76c8255ccd0e884e7126d,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.01639175415039,30.01639175415039,30.016390800476078,23642.479619960177,8017.240357294978,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L14__2a403d3eb3__N40.stl,0703240422ec467db81cef04d39e729aa74bb07aaf950c27e50d009492f32e14,confirmed_closed_2manifold,0,0,1,1.0000000317717848,False,pass
L15,Truss lattice,Truncated octahedron,True,"REC_EXTRACTED::extracted/압축, 인장stl L12-20/L12-20 Compression/L15_Truncated octahedron.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl L12-20/L12-20 Compression/L15_Truncated octahedron.stl",1c28dd767be8a677533139f3d03ef6938e7fd437e00301cdc13223b535067b73,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.0114221572876,30.0114221572876,30.01582908630371,22116.879878301264,8038.71230678445,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L15__1c28dd767b__N40.stl,dbf0cc185576bdd0b0be83f20e1913ef6bed9a7ba1c497583d0a5166e661fb86,confirmed_closed_2manifold,0,0,1,1.0001468417255606,True,pass
L16,Truss lattice,Voronoi,True,"REC_EXTRACTED::extracted/압축, 인장stl L12-20/L12-20 Compression/L16_Voronoi.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl L12-20/L12-20 Compression/L16_Voronoi.stl",582f9f4d9029514476855b3b246ad38299aeac3e819c3a44fc9544d2e59f7027,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,1,31.838767051696777,31.83891487121582,31.852517127990723,15332.887226310835,8217.605503430883,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L16__582f9f4d90__N40.stl,9074880a1734fd1f40e104c97ca881f047cec04437dcf8f6b42c813a83bae7a9,confirmed_closed_2manifold,0,0,1,1.0004318658530846,True,pass
L17,Truss lattice,Compact Voronoi,True,"REC_EXTRACTED::extracted/압축, 인장stl L12-20/L12-20 Compression/L17_Compact Voronoi.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl L12-20/L12-20 Compression/L17_Compact Voronoi.stl",778b489c6e647b78df7cec59cebdf741bf9b56b93c804e5fc034a5b6ad9d067d,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,1,30.038168907165527,30.03861904144287,30.016843795776367,24237.89761023352,7938.856838864527,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L17__778b489c6e__N40.stl,8cab20eace5ac8ee375a0ceb266bdacb4e68364492b527c0d755dd3cba377683,confirmed_closed_2manifold,0,0,1,1.0007254342200218,True,pass
L18,Truss lattice,Radial Voronoi,True,"REC_EXTRACTED::extracted/압축, 인장stl L12-20/L12-20 Compression/L18_Radial Voronoi O.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl L12-20/L12-20 Compression/L18_Radial Voronoi O.stl",dd363d0532a2a9e95c07b9cf21c861844581828e1e5565b2185e61e19e4856f0,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,1,30.03860378265381,30.038752555847168,30.01727867126465,24358.684240560742,8258.099139417744,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L18__dd363d0532__N40.stl,91eb7ef89b100b5aa952adbfb1b74cff8e6b598fbd69ef4a8ddbe85a47e7bc41,confirmed_closed_2manifold,0,0,1,1.0007153841231808,True,pass
L19,Truss lattice,Aligned Voronoi,True,"REC_EXTRACTED::extracted/압축, 인장stl L12-20/L12-20 Compression/L19_Aligned Voroni.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl L12-20/L12-20 Compression/L19_Aligned Voroni.stl",215af67ce5adce82f56978a2c4c65a53bdadf29950d486d03a4c616bcdcae128,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,1,30.00564670562744,30.00545215606689,30.01868438720703,16477.02589383798,8825.19687374732,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L19__215af67ce5__N40.stl,fa628316f9cddf5bc5391a77b45645449772d2c66ce01a440cfd885c51183b8d,confirmed_closed_2manifold,0,0,1,1.000440994225693,True,pass
L20,Truss lattice,Compact Aligned Voronoi,True,REC_EXTRACTED_FLAT::extracted_flat/L20_Compact Aligned Voronoi.stl,experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted_flat/L20_Compact Aligned Voronoi.stl,99889d562063da752836be4dde27d7229c44fbd5132a86d20c600057b8837af9,extracted_flat,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,1,30.03858089447021,30.037142753601078,30.481393814086918,30479.424354602303,8240.415618040566,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/L20__99889d5620__N40.stl,a839c61ffaf888164a19080a38cbc7a512a50915b5efd7b25e86cdf2877e2079,confirmed_closed_2manifold,0,0,1,1.0147900572344746,True,pass
T1,TPMS,Schwarz Wall (P-surface),True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T1_SchwarzWall.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T1_SchwarzWall.stl",3e9ba887ed4dd24e6778affd5e40d04d12f4b4dc142c7b7f89d1f0c3ea19aa25,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.0097713470459,30.0097713470459,30.0097713470459,21445.259357252784,8138.428419941801,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T1__3e9ba887ed__N40.stl,cc158c6485dcdabace8d5fde7d1c2f00e59e29cca05c8a6a73b8f72b21c07575,confirmed_closed_2manifold,0,0,1,1.0,False,pass
T2,TPMS,Schwarz A,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T2_SchwarzA.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T2_SchwarzA.stl",2d98001d9b6f134962935f0543cc340f189b9f599e87c440f7db2e20a3793003,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.013166427612305,30.013166427612305,30.013166427612305,13056.111116752229,8025.405670991189,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T2__2d98001d9b__N40.stl,d2a53a6eac1301f92968a0d9f7a1b14db431d7df28535c5d839ee882e64bb7b8,confirmed_closed_2manifold,0,0,1,1.0,False,pass
T3,TPMS,Schwarz B,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T3_SchwarzB.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T3_SchwarzB.stl",b0b53ba8012d00c664b7d08c0b3e958305ac2b787c3d67b2b89d977d1b5afcdf,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.012317657470703,30.012317657470703,30.012317657470703,9903.14914177637,8022.04220882265,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T3__b0b53ba801__N40.stl,1ff05c526b2d6ab7da4174b47fb74189ed07c05d4756091ebae010b226d350b6,confirmed_closed_2manifold,0,0,1,1.0,False,pass
T4,TPMS,Gyroid Wall,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T4_GyroidWall.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T4_GyroidWall.stl",9810c2168b3388f13d346ca72182ecf2f7ec4371caf5379609849a0372ec081c,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.00818920135498,30.009068489074707,30.009069442749023,28056.97731864681,8085.06647294899,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T4__9810c2168b__N40.stl,ed7966aec1a7449f1c835752b236533d4449fb1b65a6a4f81c22f1d50b6f4073,confirmed_closed_2manifold,0,0,1,1.0000293333725716,False,pass
T5,TPMS,Gyroid A,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T5_GyroidA.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T5_GyroidA.stl",482eeeebc7349c030b968529492c51b6e6214da49fa0db7ee21c1eb3fa98ce87,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.00741195678711,30.00741195678711,30.007545471191406,14668.22599610806,8081.962647619023,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T5__482eeeebc7__N40.stl,f2ab623ffa3a315950cb3056e48fea74a8018ac7878ae154788fa3f467233cec,confirmed_closed_2manifold,0,0,1,1.000004449380856,False,pass
T6,TPMS,Gyroid B,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T6_GyroidB.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T6_GyroidB.stl",19b4584ca26b357044bdd2a975cf0d751cb9c0e8a422bff9477872eb4801ff0e,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,1,30.01072406768799,30.00946521759033,30.007604598999023,14666.895502007425,8082.53631148786,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T6__19b4584ca2__N40.stl,d366e78f213ad901dc3d7933d21da6cd432fc949fb29d0a32bd3ccddd71d110c,confirmed_closed_2manifold,0,0,1,1.0001039559381915,True,pass
T7,TPMS,Diamond Wall,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T7_DiamondWall.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T7_DiamondWall.stl",6d1859ac1688e528b6daa90c31bec775875abc9bce58f5cf880de157e3b11d34,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,3,30.01072120666504,30.009708404541016,30.009708404541016,34409.22077098925,8117.416074490327,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T7__6d1859ac16__N40.stl,c2810fb91245b5743a7ee446c026f86040fcb07bb88c780458b3e6ed31650024,confirmed_closed_2manifold,0,0,1,1.0000337491491211,False,pass
T8,TPMS,Diamond A,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T8_DiamondA.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T8_DiamondA.stl",9db42618a63b1ac7b88a03f71f51655adfbed9de325f196e98162a7eb4b1ed5f,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,3,30.009523391723636,30.009523391723636,30.00816535949707,17810.288596866416,8062.986149322996,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T8__9db42618a6__N40.stl,24d0c1b1f1e190fcea3da70ec421968fc7cf58d8dccf367c34e8263db5677933,confirmed_closed_2manifold,0,0,1,1.0000452554233255,False,pass
T9,TPMS,Diamond B,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T9_DiamondB.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T9_DiamondB.stl",f466dfe3fdbe003de828a90ab8a481d19369704f6245804cc72af99a297d518e,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,3,30.00887489318848,30.00887489318848,30.00680923461914,17809.98001371207,8062.869107871895,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T9__f466dfe3fd__N40.stl,76bc0f0bd05dbe549c0fcfd5321a46b9d99ce71631faa4346a0ad2db27c9b429,confirmed_closed_2manifold,0,0,1,1.000068839660798,False,pass
T10,TPMS,Lidinoid Wall,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T10_LidinoidWall.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T10_LidinoidWall.stl",3bc304f68ea76f21853c075b86b09976c8857e92887e04dd1e50a219701befda,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,1,30.014647483825684,30.014647483825684,30.014647483825684,31132.14272010507,13641.04041516294,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T10__3bc304f68e__N40.stl,5a0b95d6eb7b20347c81c8298ae5d6ed97c880a6c224f0c736bbeb6396352b4f,confirmed_closed_2manifold,0,0,1,1.0,False,pass
T11,TPMS,Lidinoid A,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T11_LidinoidA.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T11_LidinoidA.stl",9acc469db4b3ed73fcdda40de94993d6b88f067baef4a638da9041252b1139fb,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.01106548309326,30.01106548309326,30.011064529418945,28182.69015489328,8157.489751514787,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T11__9acc469db4__N40.stl,823c0feca0c04b37901fa1010b48a0381084dbad90a9c8aa12a60260a2917304,confirmed_closed_2manifold,0,0,1,1.0000000317774238,False,pass
T12,TPMS,Lidinoid B,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T12_LidinoidB.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T12_LidinoidB.stl",ad850cdee4e87d6d3059f62ef87ccfdaad20cc54a482f77afdd96a65715e508f,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.00992202758789,30.009729385375977,30.00992202758789,24732.384296512028,8100.161114083689,confirmed_pass,confirmed_closed_2manifold,2,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T12__ad850cdee4__N40.stl,c0c8cdc67e23fbec446062cb9ffd6bd0d3110c3bc1e60236352bb73161e95d6b,confirmed_closed_2manifold,0,0,2,1.0000064193251943,False,pass
T13,TPMS,SplitP Wall,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T13_SplitPWall.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T13_SplitPWall.stl",f4134e2c9aa8e4b4daf9cad82e03bf457160ce1087fe8f4697c7b25200e1adfa,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.194174766540527,30.18770217895508,30.194168090820312,45656.99779068912,8150.698825749269,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T13__f4134e2c9a__N40.stl,071d525cd29ba2a59596b3d37f5ff424d5fadacfb90b1f4c30c4384c9c3c70c0,confirmed_closed_2manifold,0,0,1,1.000214411403262,True,pass
T14,TPMS,SplitP A,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T14_SplitPA.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T14_SplitPA.stl",a16daff0f59a861f0919b7ab73599195fc64128824d8ef1fff459e9077ce5784,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.017505645751957,30.017505645751957,30.017505645751957,23751.149358193925,8086.406550329704,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T14__a16daff0f5__N40.stl,f0039a962d359381e0b293e713b1dc569f7a90b8a3035a5bd7373248f24929ee,confirmed_closed_2manifold,0,0,1,1.0,False,pass
T15,TPMS,SplitP B,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T15_SplitPB.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T15_SplitPB.stl",1b0f45ebfef41170396cd56bfb774a452d1140a0102d347e47a8ee1fb44c594b,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,2,30.00846290588379,30.01165580749512,30.008461952209476,22193.11239567812,8094.9755610912225,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T15__1b0f45ebfe__N40.stl,c2f4689dfc3821c966cbef28bf2dc7dc2c7779c16dd4c55bd085f35045c1a422,confirmed_closed_2manifold,0,0,1,1.000106431822155,True,pass
T16,TPMS,Neovious Wall,True,"REC_EXTRACTED::extracted/압축, 인장stl T1-18/T1-18 Compression/T16_NeoviousWall.stl","experiments/lab_001_xy_connection_20260626/data/raw/notion_geometry_recovery_20260714/extracted/압축, 인장stl T1-18/T1-18 Compression/T16_NeoviousWall.stl",efeebab0cb1b49f99073369cb106fe1955fe6e3f40a4b89b1f8452b1687a6e47,extracted,confirmed,likely,C30 archive prefix/name agrees; frozen historical row provenance is not independently available,1,30.23168563842773,30.23168563842773,30.23168563842773,28919.561005789205,8089.627912058495,confirmed_pass,confirmed_closed_2manifold,1,accepted_for_n40_and_stl_native_slice,,,,experiments/lab_001_xy_connection_20260626/data/processed/n40_all58_20260715/stl/T16__efeebab0cb__N40.stl,32d7f2f50786406eb540fc803cf1e6056e591c1b240b805ef0be8b9db65349f1,confirmed_closed_2manifold,0,0,1,1.0,False,pass
