alias_id,label,path,file_url,kind,exists,sha256,status,notes
NB-FBBF1954,R06V2_integrated_legacy_candidate_v0_2.ipynb,URP4-1_SUBMISSION_20260728_v0_1/experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_2.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/experiments/lab_001_xy_connection_20260626/notebooks/R06V2_integrated_legacy_candidate_v0_2.ipynb,notebook,True,29131ce5f3d8d59cf6a7211d963a23f85c14f950ea335bbd237b52a7ff76980f,audited_notebook_inventory,"cells=19, code=16"
NB-545550F2,Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,URP4-1_SUBMISSION_20260728_v0_1/outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/outputs/URP4-1/Model_generator_260506_descriptor_v5_boundary_symmetry_perfboost.ipynb,notebook,True,47aa3889f61d7e4bfbca37b65286e6b7ad81cf185ab4dd86ebdc263af5d8b7b7,audited_notebook_inventory,"cells=19, code=16"
NB-E7D5364F,Training_260418-1st method - New feature.ipynb,URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260418-1st method - New feature.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260418-1st%20method%20-%20New%20feature.ipynb,notebook,True,7f75fa05e34fb8aafb39362f6b39aa7d3d924efe7d6af5f3bc0b42debc393cb6,audited_notebook_inventory,"cells=11, code=10"
NB-DBA3D143,Training_260418-1st method.ipynb,URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260418-1st method.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260418-1st%20method.ipynb,notebook,True,2d4e6b256c37bf8309bbeeb2869f6a5c2935216aab4b959d09c8b55802103402,audited_notebook_inventory,"cells=11, code=10"
NB-19AB8E37,Training_260419-2nd method - New feature - Good. vibration.ipynb,URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260419-2nd method - New feature - Good. vibration.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260419-2nd%20method%20-%20New%20feature%20-%20Good.%20vibration.ipynb,notebook,True,11129a41bd4303d82c599148cd761adb3c858f58da017586e07fb0f06d055ff2,audited_notebook_inventory,"cells=12, code=11"
NB-63D378F8,Training_260419-2nd method.ipynb,URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260419-2nd method.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260419-2nd%20method.ipynb,notebook,True,7514863928df8e71833f97d0bedb905d7d0654f20cbff8c4f42ee371c182fd39,audited_notebook_inventory,"cells=12, code=11"
NB-2EA289ED,Training_260420-3rd method - New feature - Good. h.ipynb,URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260420-3rd method - New feature - Good. h.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260420-3rd%20method%20-%20New%20feature%20-%20Good.%20h.ipynb,notebook,True,09cf2d4213d689cfe272314c41d4b0fd0b9b5a10c4d1b0fe6e44ffe192ec037c,audited_notebook_inventory,"cells=17, code=15"
NB-DCD5480C,Training_260420-3rd method.ipynb,URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260420-3rd method.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260420-3rd%20method.ipynb,notebook,True,e265a21f1f836c2d81cfe8c4cf7063c3c2aa4e5f52e40a859f31a217f7aca3bd,audited_notebook_inventory,"cells=17, code=15"
NB-42F55F01,Training_260503_Ensemble-4th method.ipynb,URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260503_Ensemble-4th method.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260503_Ensemble-4th%20method.ipynb,notebook,True,d9f6548c8a239fe213732a78ed4e3da8e0843ccb4f98a4fd996f2cc579af8100,audited_notebook_inventory,"cells=14, code=13"
NB-CF6AD637,Training_260508_Alltogether-5th method.ipynb,URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260508_Alltogether-5th method.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260508_Alltogether-5th%20method.ipynb,notebook,True,5076091043319f042f5fd08b4fd9bdc20c042c81d18a7a9cd794acd99268b792,audited_notebook_inventory,"cells=15, code=13"
NB-1FD1914B,Training_260508_Alltogether-5th_method_FIXED.ipynb,URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260508_Alltogether-5th_method_FIXED.ipynb,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/URP4-1_SUBMISSION_20260728_v0_1/reference_sources/training/Training_260508_Alltogether-5th_method_FIXED.ipynb,notebook,True,238b7092c5532c695a6f2c8edeb6aa0ae26177bd63fa0f4ebd98754091dfae69,audited_notebook_inventory,"cells=15, code=13"
C1-DIRECT-STEP-FINAL,STRICT-STEP-026 C1 final evidence,experiments/lab_001_xy_connection_20260626/results/STRICT-STEP-026/STRICT-STEP-026-20260731-001,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/results/STRICT-STEP-026/STRICT-STEP-026-20260731-001,result_dir,true,,completed_with_evidence,Added at immutable PROJECT_SCHEMA v1.1 cutoff.
TRAIN-REPLAY-1OF9,TRAIN-2ND-NEWFEATURE replay,experiments/lab_001_xy_connection_20260626/results/TRAIN-REPLAY-001/TRAIN-REPLAY-001-20260731-001,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/results/TRAIN-REPLAY-001/TRAIN-REPLAY-001-20260731-001,result_dir,true,,completed_with_refit_gap,Added at immutable PROJECT_SCHEMA v1.1 cutoff.
TRAIN-PARITY-BLOCKER,Sentinel parity native crash evidence,experiments/lab_001_xy_connection_20260626/results/TRAIN-PARITY-004/TRAIN-PARITY-004-20260801-001,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/results/TRAIN-PARITY-004/TRAIN-PARITY-004-20260801-001,result_dir,true,,blocked_with_evidence,Added at immutable PROJECT_SCHEMA v1.1 cutoff.
COMP-AI-LATTICE-INTAKE,AI Lattice exact x-y intake,experiments/lab_001_xy_connection_20260626/data/processed/COMP-FACTORY-001/COMP-FACTORY-001-AI-LATTICE-20260731-142459,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/data/processed/COMP-FACTORY-001/COMP-FACTORY-001-AI-LATTICE-20260731-142459,result_dir,true,,qa_passed,Added at immutable PROJECT_SCHEMA v1.1 cutoff.
COMP-AI-LATTICE-PILOT,AI Lattice technical pilot,experiments/lab_001_xy_connection_20260626/data/processed/COMP-FACTORY-002/COMP-FACTORY-002-AI-LATTICE-PILOT-20260731-144749,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/data/processed/COMP-FACTORY-002/COMP-FACTORY-002-AI-LATTICE-PILOT-20260731-144749,result_dir,true,,qa_passed_with_caution,Added at immutable PROJECT_SCHEMA v1.1 cutoff.
COMP-BCL-RAW,B/C/L 30 mm merged reference workbook,"experiments/lab_001_xy_connection_20260626/data/raw/doctor_compression_data_20260731/02_reference_strut_sources/B, C, L model_30 mm_merge.xlsx",file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/data/raw/doctor_compression_data_20260731/02_reference_strut_sources/B%2C%20C%2C%20L%20model_30%20mm_merge.xlsx,xlsx,true,edcf8072853c57d9f84f20de9b05b846e824564babb44b8d012914a96f8080be,raw_received_summary_missing,Added at immutable PROJECT_SCHEMA v1.1 cutoff.
COMP-VORONOI-RAW,Voronoi 30 mm merged reference workbook,experiments/lab_001_xy_connection_20260626/data/raw/doctor_compression_data_20260731/02_reference_strut_sources/Voronoi_30 mm_merge.xlsx,file:///C:/Users/chuck/Documents/Codex/2026-06-22/a2f23dee1d9a824b840a0175ca9a1f4b-https-app-notion-com-p/experiments/lab_001_xy_connection_20260626/data/raw/doctor_compression_data_20260731/02_reference_strut_sources/Voronoi_30%20mm_merge.xlsx,xlsx,true,45b32b87e12bd4690f07051142943963612bee879849c4a7f56a10f164d382d7,raw_received_summary_missing,Added at immutable PROJECT_SCHEMA v1.1 cutoff.
COMP004-HANDOFF,B/C/L + Voronoi handoff report,07_COMPRESSION_DATA_AND_PILOT/COMP-FACTORY-004_HANDOFF/REPORT.md,07_COMPRESSION_DATA_AND_PILOT/COMP-FACTORY-004_HANDOFF/REPORT.md,report,True,183742bc6fad23921a14ce513570b27995d0800b0cd4387b684da0445187f6e6,technical_pipeline_complete_with_warnings,package-relative portable path; no scientific promotion
COMP004-PIPELINE,B/C/L + Voronoi producer/QA pipeline snapshot,07_COMPRESSION_DATA_AND_PILOT/COMP-FACTORY-004_PIPELINE_SOURCE/PIPELINE_REPRODUCTION_GUIDE.md,07_COMPRESSION_DATA_AND_PILOT/COMP-FACTORY-004_PIPELINE_SOURCE/PIPELINE_REPRODUCTION_GUIDE.md,code_and_reproduction,True,f5b57857028f935de746a872dc8f2e0d77c69064457586893caaf59f3eaca489,exact_source_snapshot,package-relative portable path; no scientific promotion
COMP004-BCL,B/C/L grouped pilot evidence,07_COMPRESSION_DATA_AND_PILOT/COMP-FACTORY-004_BCL/REPORT.md,07_COMPRESSION_DATA_AND_PILOT/COMP-FACTORY-004_BCL/REPORT.md,result,True,750f6d7b77e41ec590c1f35e1abdbfe9e8f43ea444bdef86b845c1e41ad2146e,PASS_WITH_WARNINGS,package-relative portable path; no scientific promotion
COMP004-VOR,Voronoi grouped pilot evidence,07_COMPRESSION_DATA_AND_PILOT/COMP-FACTORY-004_VORONOI/REPORT.md,07_COMPRESSION_DATA_AND_PILOT/COMP-FACTORY-004_VORONOI/REPORT.md,result,True,160f484f89bf93967daf1c2a200f10cd168a608c9295f4c7f05f8e1112c87781,PASS_WITH_WARNINGS,package-relative portable path; no scientific promotion
COMP004-RAW-MANIFEST,2026-08-02 compression source manifest,04_REFERENCE_INPUTS/doctor_compression_data_20260802/SOURCE_MANIFEST.csv,04_REFERENCE_INPUTS/doctor_compression_data_20260802/SOURCE_MANIFEST.csv,manifest,True,8e51549c2127c4b7bcca7ab2c96522843075a635a92c1dd9d300935ec647fe74,11_of_11_PASS,package-relative portable path; no scientific promotion
