work_id,track,purpose,position_in_full_pipeline,planned_scope,last_completed_run,currently_active_run,execution_status,calculation_scope,qa_status,scientific_status,notebook_integration_status,regression_status,submission_status,source_files,result_files,config_and_environment,evidence_hash,confirmed_conclusion,claim_boundary,remaining_problem,next_gate,owner_session,last_verified_at,primary_evidence_path,release_status
PRM-040,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7218,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-041,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7228,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-042,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7237,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-043,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7246,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-044,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7256,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-045,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7266,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-046,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7283,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-047,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7287,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-048,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7287,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-049,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7287,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-050,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7297,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-051,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7316,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-052,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7321,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-053,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7319,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-054,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7326,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-055,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7336,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-056,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7350,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-057,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7361,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-058,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7369,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-059,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7389,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-060,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7389,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-061,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7399,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-062,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7410,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-063,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7421,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-064,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7431,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-065,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7443,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-066,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7454,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-067,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7463,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-068,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7473,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-069,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7484,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-070,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7495,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-071,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7506,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-072,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7516,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-073,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7528,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-074,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7537,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-075,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7546,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-076,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7556,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-077,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7564,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-078,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7572,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-079,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7582,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-080,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7591,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
PRM-081,training_feature_selection,Historic official-log work ID; no matching direct result root identified in this cutoff.,unresolved; producer run/evidence must be located,log-provenance record only,,,unresolved_log_only,not inferred,no_result_root_or_qa_evidence_identified,unresolved,unresolved,unresolved,not_assessed,,experiments/lab_001_xy_connection_20260626/runlog.md:7603,not inferred from log mention,7f5d641e5b296cc97994e9788939e1b14d8dc57613f7677ac21a061cd01db5ba,Only that the ID occurs in an official-state log.,"No execution, QA, or scientific completion implied.",Locate producer run or explicitly archive as historical/log-only.,reverse trace from official log to producer evidence.,historical/unknown,2026-07-31T11:36:30+09:00,experiments/lab_001_xy_connection_20260626/runlog.md,not_assessed
